100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013504,0.00067522,0,0,0,0,0,0,0,0,0.00067522,0,0,0,0,0,0,0,0.00067522,0,0,0,0,0.00067522,0,0
0,0,0,0,0,0,0,0,0,0,0.00057876,0,0.00067522,0,0,0,0.00067522,0,0.0013504,0.00067522,0,0,0.00067522,0,0.00067522,0.0013504,0,0,0,0,0,0,0,0,0,0.00067522,0,0,0,0,0.00067522,0,0,0.00067522,0,0,0,0,0,0.0020257
0,0,0,0,0,0,0,0,0,0.00067522,0,0.0013504,0,0,0.0013504,0,0.00067522,0,0.0013504,0,0,0,0,0,0.0013504,0.00067522,0,0,0,0,0,0,0,0,0,0.00067522,0,0,0,0,0,0,0.00067522,0.00067522,0,0,0,0,0,0.00067522
0,0,0,0,0,0,0,0.00027009,0,0.00045015,0.00067522,0.0013504,0.0013504,0,0,0,0.00067522,0,0,0,0,0,0.0013504,0,0.0020257,0,0,0,0,0,0,0,0,0.0013504,0.00067522,0,0,0,0,0,0.00067522,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00067522,0,0,0,0,0.00067522,0,0,0,0,0,0.00067522,0.00067522,0,0,0.0013504,0.00067522,0,0,0,0,0,0,0,0,0,0.00067522,0,0,0,0.00067522,0,0.0013504,0.00067522,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013504,0,0.00067522,0,0,0.00067522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067522,0.0020257,0.0020257,0,0,0,0,0,0,0,0.00027009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067522,0.0020257,0,0.00067522,0.00067522,0,0.0011254,0,0,0.00054018,0.00067522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033761,0.0013504,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013504,0.0040513,0.00067522,0.00045015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067522,0,0,0.00067522,0,0,0,0,0,0,0,0,0,0,0,0
